impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,type
833.0,33.0,0.039615846,1.0,1,0.0,4.0,0,0,11,0,0,0,0,0,0,0.0,0.0,fake
1082.0,15.0,0.013863216,0.0,4,3.0,2.0,0,0,6,0,0,0,0,0,0,160.0,0.0,fake
1179.0,9.0,0.007633588,0.0,0,5.0,2.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
883.0,12.0,0.013590034,0.0,0,8.0,2.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
91.0,1.0,0.010989011,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
206.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
1731.0,4.0,0.002310803,1.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
496.0,21.0,0.04233871,1.0,2,4.0,0.0,12,0,2,0,0,0,0,0,0,0.0,0.0,fake
166.0,1.0,0.006024096,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
113.0,9.0,0.079646018,0.0,1,0.0,2.0,0,0,0,0,0,0,0,0,0,6.0,6.0,fake
162.0,5.0,0.030864198,0.0,1,1.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
618.0,6.0,0.009708738,0.0,0,2.0,0.0,0,1,3,0,0,0,0,0,0,0.0,0.0,fake
1586.0,101.0,0.063682219,1.0,1,19.0,4.0,4,1,21,0,0,0,0,0,0,50.0,50.0,fake
433.0,12.0,0.027713626,0.0,1,1.0,2.0,0,0,1,0,0,0,0,0,0,119.0,7.0,fake
258.0,6.0,0.023255814,0.0,0,1.0,0.0,1,0,1,0,0,0,0,0,0,80.0,3.0,fake
698.0,13.0,0.018624642,0.0,1,7.0,4.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
109.0,3.0,0.027522936,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
113.0,4.0,0.03539823,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
366.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
1048.0,17.0,0.016221374,2.0,0,4.0,5.0,0,1,5,0,0,0,0,0,0,0.0,0.0,fake
200.0,4.0,0.02,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
193.0,2.0,0.010362694,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
331.0,3.0,0.009063444,0.0,0,0.0,0.0,3,0,0,0,0,0,0,0,0,0.0,0.0,fake
802.0,4.0,0.004987531,1.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
598.0,50.0,0.08361204,0.0,1,1.0,0.0,3,0,4,0,0,0,0,0,0,41.0,41.0,fake
34.0,1.0,0.029411765,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
38.0,1.0,0.026315789,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
46.0,2.0,0.043478261,0.0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
22.0,1.0,0.045454545,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
333.0,10.0,0.03003003,0.0,0,2.0,0.0,0,0,8,0,0,0,0,0,0,0.0,0.0,fake
297.0,10.0,0.033670034,0.0,2,0.0,5.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
926.0,117.0,0.126349892,0.0,3,2.0,2.0,4,0,25,0,0,0,0,0,0,81.0,81.0,fake
182.0,3.0,0.016483516,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,48.0,0.0,fake
294.0,3.0,0.010204082,0.0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
52.0,4.0,0.076923077,0.0,0,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
150.0,4.0,0.026666667,0.0,0,0.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
531.0,4.0,0.007532957,0.0,0,3.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,fake
163.0,5.0,0.030674847,0.0,0,0.0,0.0,3,0,2,0,0,0,0,0,0,25.0,0.0,fake
155.0,8.0,0.051612903,0.0,1,1.0,0.0,0,0,6,0,0,0,0,0,0,0.0,0.0,fake
58.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,13.0,0.0,fake
324.0,7.0,0.021604938,0.0,1,3.0,2.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
646.0,13.0,0.020123839,1.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,10.0,10.0,fake
579.0,18.0,0.031088083,1.0,0,1.0,3.0,0,0,13,0,0,0,0,0,0,0.0,0.0,fake
677.0,43.0,0.06351551,0.0,0,3.0,0.0,0,0,2,0,0,0,0,0,0,38.0,38.0,fake
277.0,4.0,0.014440433,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
2028.0,43.0,0.021203156,2.0,0,8.0,3.0,22,1,7,0,0,0,0,0,0,0.0,0.0,fake
257.0,4.0,0.015564202,0.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,77.0,1.0,fake
475.0,4.0,0.008421053,0.0,0,1.0,0.0,2,0,1,0,0,0,0,0,0,0.0,0.0,fake
293.0,5.0,0.017064846,0.0,0,3.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
111.0,3.0,0.027027027,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,4.0,0.0,fake
596.0,35.0,0.058724832,0.0,0,3.0,4.0,0,0,2,0,0,0,0,0,0,26.0,26.0,fake
807.0,62.0,0.076827757,2.0,0,3.0,0.0,0,0,8,0,0,0,0,0,0,49.0,49.0,fake
2038.0,173.0,0.084887144,4.0,1,15.0,1.0,0,0,38,0,0,0,0,0,0,114.0,114.0,fake
3526.0,107.0,0.030346001,2.0,2,8.0,3.0,57,0,35,0,0,0,0,0,0,0.0,0.0,fake
277.0,108.0,0.389891697,3.0,1,10.0,2.0,0,0,10,0,0,0,0,0,0,82.0,82.0,fake
52.0,1.0,0.019230769,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
297.0,6.0,0.02020202,0.0,0,3.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
408.0,3.0,0.007352941,0.0,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
80.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
2192.0,95.0,0.043339416,8.0,1,12.0,6.0,24,0,44,0,0,0,0,0,0,0.0,0.0,fake
25.0,1.0,0.04,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
52.0,4.0,0.076923077,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
600.0,4.0,0.006666667,0.0,1,1.0,0.0,1,0,1,0,0,0,0,0,0,107.0,0.0,fake
215.0,18.0,0.08372093,0.0,1,9.0,0.0,0,0,8,0,0,0,0,0,0,43.0,0.0,fake
327.0,5.0,0.01529052,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
398.0,4.0,0.010050251,0.0,0,2.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
366.0,2.0,0.005464481,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
368.0,11.0,0.029891304,0.0,1,4.0,2.0,0,0,4,0,0,0,0,0,0,56.0,0.0,fake
1012.0,39.0,0.038537549,0.0,1,7.0,1.0,18,0,12,0,0,0,0,0,0,0.0,0.0,fake
207.0,3.0,0.014492754,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,31.0,1.0,fake
307.0,10.0,0.03257329,0.0,1,6.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
277.0,13.0,0.046931408,0.0,0,1.0,3.0,0,0,1,0,0,0,0,0,0,98.0,8.0,fake
114.0,1.0,0.00877193,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,28.0,0.0,fake
303.0,7.0,0.02310231,0.0,0,4.0,2.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
197.0,1.0,0.005076142,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
266.0,4.0,0.015037594,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
341.0,9.0,0.026392962,0.0,0,1.0,2.0,0,0,1,0,0,0,0,0,0,123.0,5.0,fake
281.0,1.0,0.003558719,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
42.0,4.0,0.095238095,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
21.0,1.0,0.047619048,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
686.0,8.0,0.011661808,0.0,0,2.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
2492.0,110.0,0.044141252,3.0,1,3.0,5.0,0,3,95,0,0,0,0,0,0,0.0,0.0,fake
2627.0,210.0,0.079939094,4.0,1,34.0,0.0,4,0,33,0,0,0,0,0,0,134.0,134.0,fake
1456.0,54.0,0.037087912,4.0,0,10.0,11.0,0,0,29,0,0,0,0,0,0,0.0,0.0,fake
404.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
195.0,9.0,0.046153846,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,9.0,9.0,fake
247.0,1.0,0.004048583,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
109.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
148.0,1.0,0.006756757,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
275.0,16.0,0.058181818,0.0,2,1.0,8.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
72.0,1.0,0.013888889,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
1310.0,91.0,0.069465649,1.0,0,10.0,1.0,10,0,17,0,0,0,0,0,0,52.0,52.0,fake
2944.0,311.0,0.105638587,6.0,5,22.0,4.0,26,0,56,0,0,0,0,0,0,192.0,192.0,fake
104.0,8.0,0.076923077,0.0,0,1.0,0.0,5,0,2,0,0,0,0,0,0,0.0,0.0,fake
89.0,17.0,0.191011236,0.0,0,4.0,0.0,11,0,2,0,0,0,0,0,0,0.0,0.0,fake
242.0,7.0,0.02892562,0.0,1,3.0,2.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
42.0,4.0,0.095238095,0.0,0,2.0,0.0,0,0,1,0,0,0,0,0,0,5.0,1.0,fake
815.0,85.0,0.104294479,0.0,0,6.0,0.0,1,0,6,0,0,0,0,0,0,72.0,72.0,fake
201.0,5.0,0.024875622,0.0,0,1.0,1.0,0,0,3,0,0,0,0,0,0,53.0,0.0,fake
106.0,4.0,0.037735849,0.0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
1359.0,209.0,0.153789551,2.0,0,8.0,4.0,1,0,11,0,0,0,0,0,0,183.0,183.0,fake
72.0,2.0,0.027777778,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
937.0,39.0,0.041622199,0.0,1,0.0,3.0,0,1,11,0,0,0,0,0,0,0.0,0.0,fake
867.0,10.0,0.011534025,0.0,0,4.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
254.0,6.0,0.023622047,0.0,1,2.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
1671.0,13.0,0.007779773,1.0,1,2.0,0.0,0,0,9,0,0,0,0,0,0,0.0,0.0,fake
346.0,58.0,0.167630058,0.0,0,2.0,11.0,0,0,12,0,0,0,0,0,0,33.0,33.0,fake
288.0,3.0,0.010416667,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
155.0,2.0,0.012903226,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
629.0,5.0,0.007949126,0.0,0,0.0,0.0,5,0,0,0,0,0,0,0,0,0.0,0.0,fake
244.0,4.0,0.016393443,0.0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
107.0,8.0,0.074766355,0.0,1,6.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
415.0,13.0,0.031325301,0.0,0,4.0,2.0,6,0,1,0,0,0,0,0,0,0.0,0.0,fake
1714.0,77.0,0.044924154,4.0,1,11.0,3.0,31,0,27,0,0,0,0,0,0,0.0,0.0,fake
304.0,2.0,0.006578947,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
1062.0,27.0,0.025423729,0.0,0,20.0,2.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
440.0,12.0,0.027272727,0.0,0,0.0,0.0,6,0,5,0,0,0,0,0,0,1.0,1.0,fake
192.0,2.0,0.010416667,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,24.0,0.0,fake
2659.0,167.0,0.062805566,1.0,2,27.0,19.0,1,0,117,0,0,0,0,0,0,0.0,0.0,fake
202.0,4.0,0.01980198,0.0,0,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
436.0,2.0,0.004587156,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
644.0,4.0,0.00621118,0.0,0,1.0,0.0,1,0,2,0,0,0,0,0,0,0.0,0.0,fake
737.0,3.0,0.004070556,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
219.0,5.0,0.02283105,0.0,0,2.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0,fake
224.0,9.0,0.040178571,0.0,2,2.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
295.0,8.0,0.027118644,0.0,2,4.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
698.0,6.0,0.008595989,0.0,0,2.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0,fake
1406.0,18.0,0.012802276,0.0,1,6.0,5.0,0,0,6,0,0,0,0,0,0,0.0,0.0,fake
355.0,6.0,0.016901408,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,87.0,2.0,fake
2506.0,16.0,0.006384677,3.0,0,5.0,1.0,0,0,7,0,0,0,0,0,0,0.0,0.0,fake
246.0,2.0,0.008130081,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
301.0,3.0,0.009966777,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
5287.0,430.0,0.081331568,6.0,7,32.0,25.0,93,6,93,0,0,0,0,0,0,168.0,168.0,fake
459.0,1.0,0.002178649,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
177.0,2.0,0.011299435,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
252.0,5.0,0.01984127,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,76.0,1.0,fake
551.0,6.0,0.010889292,0.0,0,1.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0,fake
869.0,6.0,0.006904488,0.0,1,4.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
200.0,1.0,0.005,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,fake
227.0,25.0,0.110132159,0.0,0,3.0,0.0,1,0,0,0,0,0,0,0,0,21.0,21.0,fake
195.0,3.0,0.015384615,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
56.0,5.0,0.089285714,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,fake
1263.0,50.0,0.039588282,0.0,2,8.0,4.0,0,2,34,0,0,0,0,0,0,0.0,0.0,fake
91.0,3.0,0.032967033,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,30.0,2.0,fake
231.0,8.0,0.034632035,0.0,1,4.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0,fake
256.0,9.0,0.03515625,0.0,1,1.0,0.0,0,0,7,0,0,0,0,0,0,0.0,0.0,fake
188.0,1.0,0.005319149,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,25.0,0.0,fake
375.0,13.0,0.034666667,1.0,0,1.0,2.0,3,1,2,0,0,0,0,0,0,3.0,3.0,fake
