impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
65.0,5.0,0.076923077,0.0,2,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
215.0,5.0,0.023255814,0.0,0,4.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
172.0,10.0,0.058139535,0.0,1,2.0,5.0,0,0,2,0,0,0,0,0,0,0.0,0.0
792.0,37.0,0.046717172,1.0,0,16.0,2.0,0,7,8,0,0,0,0,0,0,196.0,3.0
117.0,3.0,0.025641026,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,20.0,0.0
604.0,21.0,0.034768212,0.0,0,5.0,0.0,0,2,0,0,0,0,0,0,0,14.0,14.0
593.0,18.0,0.030354132,0.0,0,10.0,4.0,0,4,0,0,0,0,0,0,0,113.0,0.0
657.0,3.0,0.00456621,0.0,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
436.0,12.0,0.027522936,0.0,2,9.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
2685.0,19.0,0.00707635,0.0,3,4.0,0.0,0,0,12,0,0,0,0,0,0,0.0,0.0
98.0,1.0,0.010204082,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
542.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
345.0,14.0,0.04057971,0.0,1,0.0,2.0,9,0,2,0,0,0,0,0,0,0.0,0.0
782.0,130.0,0.166240409,0.0,2,1.0,1.0,2,0,10,0,0,0,0,0,0,114.0,114.0
502.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
250.0,1.0,0.004,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
486.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
280.0,5.0,0.017857143,0.0,1,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0
2739.0,50.0,0.018254838,3.0,1,10.0,3.0,0,0,11,0,0,0,0,0,0,820.0,22.0
121.0,4.0,0.033057851,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,31.0,0.0
234.0,2.0,0.008547009,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
1195.0,41.0,0.034309623,4.0,0,8.0,2.0,9,1,8,0,0,0,0,0,0,9.0,9.0
68.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,13.0,0.0
319.0,10.0,0.031347962,0.0,0,7.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0
320.0,7.0,0.021875,0.0,1,1.0,1.0,0,0,4,0,0,0,0,0,0,0.0,0.0
134.0,8.0,0.059701493,0.0,1,5.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
153.0,2.0,0.013071895,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
1925.0,239.0,0.124155844,3.0,1,10.0,1.0,1,0,23,0,0,0,0,0,0,200.0,200.0
257.0,1.0,0.003891051,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
325.0,6.0,0.018461538,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,73.0,2.0
765.0,11.0,0.014379085,0.0,1,5.0,1.0,0,0,4,0,0,0,0,0,0,110.0,0.0
236.0,14.0,0.059322034,0.0,0,2.0,0.0,0,0,12,0,0,0,0,0,0,0.0,0.0
151.0,2.0,0.013245033,0.0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
5.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
287.0,12.0,0.041811847,0.0,0,5.0,0.0,0,0,6,0,0,0,0,0,0,38.0,1.0
22.0,2.0,0.090909091,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
2408.0,40.0,0.016611296,0.0,2,15.0,2.0,0,0,21,0,0,0,0,0,0,0.0,0.0
551.0,1.0,0.001814882,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
225.0,8.0,0.035555556,0.0,1,3.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0
171.0,5.0,0.029239766,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,47.0,2.0
110.0,7.0,0.063636364,0.0,1,1.0,3.0,2,0,0,0,0,0,0,0,0,0.0,0.0
866.0,194.0,0.224018476,0.0,0,18.0,2.0,1,0,13,0,0,0,0,0,0,160.0,160.0
11496.0,1065.0,0.092640919,1.0,6,37.0,37.0,4,4,78,0,0,0,0,0,0,898.0,898.0
1073.0,91.0,0.084808947,0.0,0,12.0,3.0,15,3,1,0,0,0,0,0,0,57.0,57.0
276.0,4.0,0.014492754,0.0,1,2.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
56.0,3.0,0.053571429,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
131.0,4.0,0.030534351,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,27.0,3.0
161.0,4.0,0.02484472,0.0,0,1.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0
316.0,8.0,0.025316456,0.0,1,2.0,1.0,0,0,4,0,0,0,0,0,0,0.0,0.0
449.0,9.0,0.020044543,0.0,1,4.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0
1244.0,38.0,0.030546624,1.0,3,4.0,4.0,0,2,21,0,0,0,0,0,0,236.0,3.0
329.0,7.0,0.021276596,0.0,0,2.0,0.0,0,0,3,0,0,0,0,0,0,47.0,2.0
381.0,18.0,0.047244094,0.0,0,1.0,1.0,14,0,2,0,0,0,0,0,0,0.0,0.0
308.0,2.0,0.006493506,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,77.0,0.0
117.0,3.0,0.025641026,0.0,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
28.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
307.0,12.0,0.039087948,0.0,2,2.0,1.0,1,0,6,0,0,0,0,0,0,102.0,0.0
477.0,6.0,0.012578616,0.0,0,2.0,1.0,0,0,1,0,0,0,0,0,0,194.0,2.0
585.0,13.0,0.022222222,0.0,0,7.0,0.0,0,0,6,0,0,0,0,0,0,0.0,0.0
1592.0,217.0,0.136306533,1.0,3,3.0,2.0,0,0,80,0,0,0,0,0,0,128.0,128.0
676.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
870.0,3.0,0.003448276,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
171.0,6.0,0.035087719,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,40.0,6.0
537.0,9.0,0.016759777,0.0,0,2.0,0.0,0,0,7,0,0,0,0,0,0,0.0,0.0
206.0,2.0,0.009708738,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
551.0,3.0,0.005444646,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
1140.0,14.0,0.012280702,0.0,0,10.0,4.0,0,0,0,0,0,0,0,0,0,0.0,0.0
197.0,4.0,0.020304569,0.0,0,2.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
833.0,33.0,0.039615846,1.0,1,0.0,4.0,0,0,11,0,0,0,0,0,0,0.0,0.0
1082.0,15.0,0.013863216,0.0,4,3.0,2.0,0,0,6,0,0,0,0,0,0,160.0,0.0
1179.0,9.0,0.007633588,0.0,0,5.0,2.0,0,0,2,0,0,0,0,0,0,0.0,0.0
883.0,12.0,0.013590034,0.0,0,8.0,2.0,0,0,2,0,0,0,0,0,0,0.0,0.0
91.0,1.0,0.010989011,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
206.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
1731.0,4.0,0.002310803,1.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
496.0,21.0,0.04233871,1.0,2,4.0,0.0,12,0,2,0,0,0,0,0,0,0.0,0.0
166.0,1.0,0.006024096,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
113.0,9.0,0.079646018,0.0,1,0.0,2.0,0,0,0,0,0,0,0,0,0,6.0,6.0
162.0,5.0,0.030864198,0.0,1,1.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0
618.0,6.0,0.009708738,0.0,0,2.0,0.0,0,1,3,0,0,0,0,0,0,0.0,0.0
1586.0,101.0,0.063682219,1.0,1,19.0,4.0,4,1,21,0,0,0,0,0,0,50.0,50.0
433.0,12.0,0.027713626,0.0,1,1.0,2.0,0,0,1,0,0,0,0,0,0,119.0,7.0
258.0,6.0,0.023255814,0.0,0,1.0,0.0,1,0,1,0,0,0,0,0,0,80.0,3.0
698.0,13.0,0.018624642,0.0,1,7.0,4.0,0,0,1,0,0,0,0,0,0,0.0,0.0
109.0,3.0,0.027522936,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
113.0,4.0,0.03539823,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
366.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
1048.0,17.0,0.016221374,2.0,0,4.0,5.0,0,1,5,0,0,0,0,0,0,0.0,0.0
200.0,4.0,0.02,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
193.0,2.0,0.010362694,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
331.0,3.0,0.009063444,0.0,0,0.0,0.0,3,0,0,0,0,0,0,0,0,0.0,0.0
802.0,4.0,0.004987531,1.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
598.0,50.0,0.08361204,0.0,1,1.0,0.0,3,0,4,0,0,0,0,0,0,41.0,41.0
34.0,1.0,0.029411765,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
38.0,1.0,0.026315789,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
46.0,2.0,0.043478261,0.0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
22.0,1.0,0.045454545,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
333.0,10.0,0.03003003,0.0,0,2.0,0.0,0,0,8,0,0,0,0,0,0,0.0,0.0
297.0,10.0,0.033670034,0.0,2,0.0,5.0,0,0,3,0,0,0,0,0,0,0.0,0.0
926.0,117.0,0.126349892,0.0,3,2.0,2.0,4,0,25,0,0,0,0,0,0,81.0,81.0
182.0,3.0,0.016483516,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,48.0,0.0
294.0,3.0,0.010204082,0.0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
52.0,4.0,0.076923077,0.0,0,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
150.0,4.0,0.026666667,0.0,0,0.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0
531.0,4.0,0.007532957,0.0,0,3.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0
163.0,5.0,0.030674847,0.0,0,0.0,0.0,3,0,2,0,0,0,0,0,0,25.0,0.0
155.0,8.0,0.051612903,0.0,1,1.0,0.0,0,0,6,0,0,0,0,0,0,0.0,0.0
58.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,13.0,0.0
324.0,7.0,0.021604938,0.0,1,3.0,2.0,0,0,1,0,0,0,0,0,0,0.0,0.0
646.0,13.0,0.020123839,1.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,10.0,10.0
579.0,18.0,0.031088083,1.0,0,1.0,3.0,0,0,13,0,0,0,0,0,0,0.0,0.0
677.0,43.0,0.06351551,0.0,0,3.0,0.0,0,0,2,0,0,0,0,0,0,38.0,38.0
277.0,4.0,0.014440433,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
2028.0,43.0,0.021203156,2.0,0,8.0,3.0,22,1,7,0,0,0,0,0,0,0.0,0.0
257.0,4.0,0.015564202,0.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,77.0,1.0
475.0,4.0,0.008421053,0.0,0,1.0,0.0,2,0,1,0,0,0,0,0,0,0.0,0.0
293.0,5.0,0.017064846,0.0,0,3.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
111.0,3.0,0.027027027,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,4.0,0.0
596.0,35.0,0.058724832,0.0,0,3.0,4.0,0,0,2,0,0,0,0,0,0,26.0,26.0
807.0,62.0,0.076827757,2.0,0,3.0,0.0,0,0,8,0,0,0,0,0,0,49.0,49.0
2038.0,173.0,0.084887144,4.0,1,15.0,1.0,0,0,38,0,0,0,0,0,0,114.0,114.0
3526.0,107.0,0.030346001,2.0,2,8.0,3.0,57,0,35,0,0,0,0,0,0,0.0,0.0
277.0,108.0,0.389891697,3.0,1,10.0,2.0,0,0,10,0,0,0,0,0,0,82.0,82.0
52.0,1.0,0.019230769,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
297.0,6.0,0.02020202,0.0,0,3.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0
408.0,3.0,0.007352941,0.0,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
80.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
2192.0,95.0,0.043339416,8.0,1,12.0,6.0,24,0,44,0,0,0,0,0,0,0.0,0.0
25.0,1.0,0.04,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
52.0,4.0,0.076923077,0.0,1,1.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
600.0,4.0,0.006666667,0.0,1,1.0,0.0,1,0,1,0,0,0,0,0,0,107.0,0.0
215.0,18.0,0.08372093,0.0,1,9.0,0.0,0,0,8,0,0,0,0,0,0,43.0,0.0
327.0,5.0,0.01529052,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
398.0,4.0,0.010050251,0.0,0,2.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
366.0,2.0,0.005464481,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
368.0,11.0,0.029891304,0.0,1,4.0,2.0,0,0,4,0,0,0,0,0,0,56.0,0.0
1012.0,39.0,0.038537549,0.0,1,7.0,1.0,18,0,12,0,0,0,0,0,0,0.0,0.0
207.0,3.0,0.014492754,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,31.0,1.0
307.0,10.0,0.03257329,0.0,1,6.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0
277.0,13.0,0.046931408,0.0,0,1.0,3.0,0,0,1,0,0,0,0,0,0,98.0,8.0
114.0,1.0,0.00877193,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,28.0,0.0
303.0,7.0,0.02310231,0.0,0,4.0,2.0,0,0,1,0,0,0,0,0,0,0.0,0.0
197.0,1.0,0.005076142,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
266.0,4.0,0.015037594,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
341.0,9.0,0.026392962,0.0,0,1.0,2.0,0,0,1,0,0,0,0,0,0,123.0,5.0
281.0,1.0,0.003558719,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
42.0,4.0,0.095238095,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
21.0,1.0,0.047619048,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
686.0,8.0,0.011661808,0.0,0,2.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0.0
2492.0,110.0,0.044141252,3.0,1,3.0,5.0,0,3,95,0,0,0,0,0,0,0.0,0.0
2627.0,210.0,0.079939094,4.0,1,34.0,0.0,4,0,33,0,0,0,0,0,0,134.0,134.0
1456.0,54.0,0.037087912,4.0,0,10.0,11.0,0,0,29,0,0,0,0,0,0,0.0,0.0
404.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
195.0,9.0,0.046153846,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,9.0,9.0
247.0,1.0,0.004048583,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
109.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
148.0,1.0,0.006756757,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
275.0,16.0,0.058181818,0.0,2,1.0,8.0,0,0,5,0,0,0,0,0,0,0.0,0.0
72.0,1.0,0.013888889,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
1310.0,91.0,0.069465649,1.0,0,10.0,1.0,10,0,17,0,0,0,0,0,0,52.0,52.0
2944.0,311.0,0.105638587,6.0,5,22.0,4.0,26,0,56,0,0,0,0,0,0,192.0,192.0
104.0,8.0,0.076923077,0.0,0,1.0,0.0,5,0,2,0,0,0,0,0,0,0.0,0.0
89.0,17.0,0.191011236,0.0,0,4.0,0.0,11,0,2,0,0,0,0,0,0,0.0,0.0
242.0,7.0,0.02892562,0.0,1,3.0,2.0,0,0,1,0,0,0,0,0,0,0.0,0.0
42.0,4.0,0.095238095,0.0,0,2.0,0.0,0,0,1,0,0,0,0,0,0,5.0,1.0
815.0,85.0,0.104294479,0.0,0,6.0,0.0,1,0,6,0,0,0,0,0,0,72.0,72.0
201.0,5.0,0.024875622,0.0,0,1.0,1.0,0,0,3,0,0,0,0,0,0,53.0,0.0
106.0,4.0,0.037735849,0.0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
1359.0,209.0,0.153789551,2.0,0,8.0,4.0,1,0,11,0,0,0,0,0,0,183.0,183.0
72.0,2.0,0.027777778,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
937.0,39.0,0.041622199,0.0,1,0.0,3.0,0,1,11,0,0,0,0,0,0,0.0,0.0
867.0,10.0,0.011534025,0.0,0,4.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0.0
254.0,6.0,0.023622047,0.0,1,2.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0
1671.0,13.0,0.007779773,1.0,1,2.0,0.0,0,0,9,0,0,0,0,0,0,0.0,0.0
346.0,58.0,0.167630058,0.0,0,2.0,11.0,0,0,12,0,0,0,0,0,0,33.0,33.0
288.0,3.0,0.010416667,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
155.0,2.0,0.012903226,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
629.0,5.0,0.007949126,0.0,0,0.0,0.0,5,0,0,0,0,0,0,0,0,0.0,0.0
244.0,4.0,0.016393443,0.0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0
91.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
107.0,8.0,0.074766355,0.0,1,6.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
415.0,13.0,0.031325301,0.0,0,4.0,2.0,6,0,1,0,0,0,0,0,0,0.0,0.0
1714.0,77.0,0.044924154,4.0,1,11.0,3.0,31,0,27,0,0,0,0,0,0,0.0,0.0
304.0,2.0,0.006578947,0.0,0,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
1062.0,27.0,0.025423729,0.0,0,20.0,2.0,0,0,5,0,0,0,0,0,0,0.0,0.0
440.0,12.0,0.027272727,0.0,0,0.0,0.0,6,0,5,0,0,0,0,0,0,1.0,1.0
192.0,2.0,0.010416667,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,24.0,0.0
2659.0,167.0,0.062805566,1.0,2,27.0,19.0,1,0,117,0,0,0,0,0,0,0.0,0.0
202.0,4.0,0.01980198,0.0,0,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0
436.0,2.0,0.004587156,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
644.0,4.0,0.00621118,0.0,0,1.0,0.0,1,0,2,0,0,0,0,0,0,0.0,0.0
737.0,3.0,0.004070556,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
219.0,5.0,0.02283105,0.0,0,2.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0
224.0,9.0,0.040178571,0.0,2,2.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0
295.0,8.0,0.027118644,0.0,2,4.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
698.0,6.0,0.008595989,0.0,0,2.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0.0
1406.0,18.0,0.012802276,0.0,1,6.0,5.0,0,0,6,0,0,0,0,0,0,0.0,0.0
355.0,6.0,0.016901408,0.0,1,3.0,0.0,0,0,0,0,0,0,0,0,0,87.0,2.0
2506.0,16.0,0.006384677,3.0,0,5.0,1.0,0,0,7,0,0,0,0,0,0,0.0,0.0
246.0,2.0,0.008130081,0.0,1,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
301.0,3.0,0.009966777,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,0,0.0,0.0
5287.0,430.0,0.081331568,6.0,7,32.0,25.0,93,6,93,0,0,0,0,0,0,168.0,168.0
459.0,1.0,0.002178649,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
177.0,2.0,0.011299435,0.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
252.0,5.0,0.01984127,0.0,0,4.0,0.0,0,0,0,0,0,0,0,0,0,76.0,1.0
551.0,6.0,0.010889292,0.0,0,1.0,0.0,0,0,5,0,0,0,0,0,0,0.0,0.0
869.0,6.0,0.006904488,0.0,1,4.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
200.0,1.0,0.005,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
227.0,25.0,0.110132159,0.0,0,3.0,0.0,1,0,0,0,0,0,0,0,0,21.0,21.0
195.0,3.0,0.015384615,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
56.0,5.0,0.089285714,0.0,1,3.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
1263.0,50.0,0.039588282,0.0,2,8.0,4.0,0,2,34,0,0,0,0,0,0,0.0,0.0
91.0,3.0,0.032967033,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,30.0,2.0
231.0,8.0,0.034632035,0.0,1,4.0,1.0,0,0,2,0,0,0,0,0,0,0.0,0.0
256.0,9.0,0.03515625,0.0,1,1.0,0.0,0,0,7,0,0,0,0,0,0,0.0,0.0
188.0,1.0,0.005319149,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,25.0,0.0
375.0,13.0,0.034666667,1.0,0,1.0,2.0,3,1,2,0,0,0,0,0,0,3.0,3.0
177.0,1.0,0.005649718,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,34.0,0.0
205.0,5.0,0.024390244,0.0,1,1.0,0.0,0,0,3,0,0,0,0,0,0,0.0,0.0
453.0,40.0,0.088300221,0.0,1,0.0,0.0,1,0,8,0,0,0,0,0,0,30.0,30.0
202.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
420.0,4.0,0.00952381,0.0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,60.0,1.0
501.0,9.0,0.017964072,0.0,0,4.0,2.0,0,0,1,0,0,0,0,0,0,2.0,2.0
171.0,10.0,0.058479532,0.0,0,6.0,1.0,0,0,3,0,0,0,0,0,0,0.0,0.0
157.0,4.0,0.025477707,0.0,0,2.0,0.0,1,0,1,0,0,0,0,0,0,0.0,0.0
174.0,1.0,0.005747126,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
93.0,2.0,0.021505376,0.0,0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
430.0,15.0,0.034883721,1.0,1,4.0,0.0,6,0,3,0,0,0,0,0,0,0.0,0.0
684.0,14.0,0.020467836,0.0,1,6.0,1.0,2,0,4,0,0,0,0,0,0,126.0,0.0
64.0,4.0,0.0625,0.0,1,2.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0
127.0,6.0,0.047244094,0.0,1,4.0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0
